Cost_5graus,Revisit_time_5graus,Cost_10graus,Revisit_time_10graus,Cost_15graus,Revisit_time_15graus,Cost_20graus,Revisit_time_20graus,Cost_25graus,Revisit_time_25graus,Cost_30graus,Revisit_time_30graus,Cost_150graus,Revisit_time_150graus,Cost_155graus,Revisit_time_155graus,Cost_160graus,Revisit_time_160graus,Cost_165graus,Revisit_time_165graus,Cost_170graus,Revisit_time_170graus,Cost_175graus,Revisit_time_175graus
300.556283346731,6.3072e6,300.556283346731,6.3072e6,300.556283346731,16212.422680412372,300.556283346731,20190.48076923077,300.556283346731,28832.018348623853,300.556283346731,44058.041958041955,300.556283346731,38913.765432098764,300.556283346731,32132.263157894737,300.556283346731,18493.126843657818,300.556283346731,15046.506024096387,300.556283346731,6.3072e6,300.556283346731,6.3072e6
305.7306233210653,6.3072e6,305.7306233210653,6.3072e6,305.7306233210653,14777.882352941177,305.7306233210653,19762.222222222223,305.7306233210653,31887.71573604061,305.7306233210653,41385.98684210527,305.7306233210653,44536.3309352518,305.7306233210653,29546.009389671362,305.7306233210653,17684.422535211266,305.7306233210653,15717.675,305.7306233210653,6.3072e6,305.7306233210653,6.3072e6
310.9242421859174,6.3072e6,310.9242421859174,6.3072e6,310.9242421859174,14516.736111111111,310.9242421859174,20203.846153846156,310.9242421859174,32720.416666666664,310.9242421859174,34541.26373626373,310.9242421859174,38160.545454545456,310.9242421859174,31859.326424870465,310.9242421859174,20311.72077922078,310.9242421859174,14304.522727272726,310.9242421859174,6.3072e6,310.9242421859174,6.3072e6
316.13309381403224,6.3072e6,316.13309381403224,6.3072e6,316.13309381403224,13691.154684095862,316.13309381403224,17413.816155988858,316.13309381403224,30014.857142857145,316.13309381403224,37083.529411764706,316.13309381403224,45230.287769784176,316.13309381403224,27252.652173913044,316.13309381403224,19725.8934169279,316.13309381403224,13640.346320346322,316.13309381403224,6.3072e6,316.13309381403224,6.3072e6
321.35366795831044,6.3072e6,321.35366795831044,6.3072e6,321.35366795831044,12558.343313373252,321.35366795831044,18923.513513513513,321.35366795831044,26368.277310924368,321.35366795831044,37063.293413173655,321.35366795831044,39515.09433962264,321.35366795831044,26214.208333333332,321.35366795831044,17952.478632478633,321.35366795831044,13330.699152542373,321.35366795831044,6.3072e6,321.35366795831044,6.3072e6
326.5829198971644,6.3072e6,326.5829198971644,6.3072e6,326.5829198971644,12805.60081466395,326.5829198971644,16718.620689655174,326.5829198971644,26638.382978723403,326.5829198971644,32860.68421052631,326.5829198971644,31352.636815920396,326.5829198971644,26916.995708154504,326.5829198971644,17363.608815426996,326.5829198971644,13547.956989247312,326.5829198971644,6.3072e6,326.5829198971644,6.3072e6
331.8182093147664,6.3072e6,331.8182093147664,6.3072e6,331.8182093147664,11712.085661080075,331.8182093147664,17694.41011235955,331.8182093147664,27584.757709251102,331.8182093147664,32618.333333333336,331.8182093147664,34833.93258426966,331.8182093147664,26734.529914529914,331.8182093147664,17320.495867768594,331.8182093147664,13239.03361344538,331.8182093147664,6.3072e6,331.8182093147664,6.3072e6
337.05724720392027,6.3072e6,337.05724720392027,6.3072e6,337.05724720392027,12532.03187250996,337.05724720392027,16196.966580976863,337.05724720392027,24550.78125,337.05724720392027,35171.573033707864,337.05724720392027,33331.5873015873,337.05724720392027,26482.05882352941,337.05724720392027,16407.942708333332,337.05724720392027,11324.586330935252,337.05724720392027,6.3072e6,337.05724720392027,6.3072e6
342.29804973839055,6.3072e6,342.29804973839055,6.3072e6,342.29804973839055,11409.78221415608,342.29804973839055,15752.225,342.29804973839055,24208.076923076922,342.29804973839055,35740.22857142857,342.29804973839055,33113.21052631579,342.29804973839055,24507.392996108953,342.29804973839055,15965.634517766499,342.29804973839055,11653.055555555557,342.29804973839055,6.3072e6,342.29804973839055,6.3072e6
347.53889819983794,6.3072e6,347.53889819983794,6.3072e6,347.53889819983794,10824.759450171821,347.53889819983794,14804.376470588235,347.53889819983794,26881.452991452992,347.53889819983794,34049.24324324325,347.53889819983794,34723.166666666664,347.53889819983794,24574.392156862745,347.53889819983794,14766.830985915492,347.53889819983794,11032.92469352014,347.53889819983794,6.3072e6,347.53889819983794,6.3072e6
352.7783000838222,6.3072e6,352.7783000838222,6.3072e6,352.7783000838222,11353.801801801801,352.7783000838222,16302.512953367876,352.7783000838222,23491.417910447763,352.7783000838222,31316.51741293532,352.7783000838222,31632.979797979795,352.7783000838222,23188.044280442806,352.7783000838222,15287.5,352.7783000838222,11104.126984126982,352.7783000838222,6.3072e6,352.7783000838222,6.3072e6
358.02528434102345,6.3072e6,358.02528434102345,6.3072e6,358.02528434102345,10442.752902155888,358.02528434102345,15174.37198067633,358.02528434102345,22496.071428571428,358.02528434102345,31930.710659898476,358.02528434102345,29843.46153846154,358.02528434102345,21961.678321678322,358.02528434102345,14188.490990990991,358.02528434102345,10513.155258764607,358.02528434102345,6.3072e6,358.02528434102345,6.3072e6
363.26595833231517,6.3072e6,363.26595833231517,6.3072e6,363.26595833231517,10114.02576489533,363.26595833231517,14511.89376443418,363.26595833231517,20284.98371335505,363.26595833231517,28433.98190045249,363.26595833231517,31899.137055837564,363.26595833231517,21829.722222222223,363.26595833231517,15754.15,363.26595833231517,10802.319587628865,363.26595833231517,6.3072e6,363.26595833231517,6.3072e6
368.4998018401636,6.3072e6,368.4998018401636,6.3072e6,368.4998018401636,10418.756218905473,368.4998018401636,13514.849785407725,368.4998018401636,21561.335616438355,368.4998018401636,24708.379446640316,368.4998018401636,29124.093023255813,368.4998018401636,20916.411960132893,368.4998018401636,13063.340248962657,368.4998018401636,9933.143759873617,368.4998018401636,6.3072e6,368.4998018401636,6.3072e6
373.72635462745814,6.3072e6,373.72635462745814,6.3072e6,373.72635462745814,10121.688102893891,373.72635462745814,12424.9209486166,373.72635462745814,20409.771986970685,373.72635462745814,28273.828828828828,373.72635462745814,30706.341463414632,373.72635462745814,21405.631399317408,373.72635462745814,13508.645161290322,373.72635462745814,9566.565349544073,373.72635462745814,6.3072e6,373.72635462745814,6.3072e6
378.94520994441876,6.3072e6,378.94520994441876,6.3072e6,378.94520994441876,9178.702623906705,378.94520994441876,12729.878542510121,378.94520994441876,20831.655629139073,378.94520994441876,26428.025210084033,378.94520994441876,26352.7731092437,378.94520994441876,19677.75,378.94520994441876,13251.978947368421,378.94520994441876,9823.385335413417,378.94520994441876,6.3072e6,378.94520994441876,6.3072e6
384.1560087367923,6.3072e6,384.1560087367923,6.3072e6,384.1560087367923,9764.899224806202,384.1560087367923,11811.425891181989,384.1560087367923,18820.62874251497,384.1560087367923,26358.319327731093,384.1560087367923,24622.09486166008,384.1560087367923,18415.14619883041,384.1560087367923,12332.0156555773,384.1560087367923,9048.635057471263,384.1560087367923,6.3072e6,384.1560087367923,6.3072e6
389.35843447961565,6.3072e6,389.35843447961565,6.3072e6,389.35843447961565,9506.057401812688,389.35843447961565,12835.112016293278,389.35843447961565,18277.180232558138,389.35843447961565,25085.537848605578,389.35843447961565,24483.929961089492,389.35843447961565,18901.98795180723,389.35843447961565,11937.343453510437,389.35843447961565,8998.524355300859,389.35843447961565,6.3072e6,389.35843447961565,6.3072e6
394.55220856895784,6.3072e6,394.55220856895784,6.3072e6,394.55220856895784,8823.165266106442,394.55220856895784,12833.073770491803,394.55220856895784,17903.806818181816,394.55220856895784,23724.296577946767,394.55220856895784,24059.655172413797,394.55220856895784,18250.115942028984,394.55220856895784,11673.747680890538,394.55220856895784,8696.929460580912,394.55220856895784,6.3072e6,394.55220856895784,6.3072e6
399.7370862113857,6.3072e6,399.7370862113857,6.3072e6,399.7370862113857,9327.17037037037,399.7370862113857,11557.426470588234,399.7370862113857,18480.23460410557,399.7370862113857,23487.798507462685,399.7370862113857,25855.843621399177,399.7370862113857,20703.92026578073,399.7370862113857,11622.601476014761,399.7370862113857,9044.870689655172,399.7370862113857,6.3072e6,399.7370862113857,6.3072e6
404.91285330416304,6.3072e6,404.91285330416304,6.3072e6,404.91285330416304,8494.15196743555,404.91285330416304,11097.102473498233,404.91285330416304,18672.848664688427,404.91285330416304,26970.858369098714,404.91285330416304,25754.303278688527,404.91285330416304,19884.227129337538,404.91285330416304,11288.888888888889,404.91285330416304,8293.553500660502,404.91285330416304,6.3072e6,404.91285330416304,6.3072e6
410.08349576979003,6.3072e6,410.08349576979003,6.3072e6,410.08349576979003,7861.697877652933,410.08349576979003,10659.780033840947,410.08349576979003,18471.88790560472,410.08349576979003,25590.81300813008,410.08349576979003,21294.353741496598,410.08349576979003,17673.8202247191,410.08349576979003,10974.475524475525,410.08349576979003,8385.472703062584,410.08349576979003,6.3072e6,410.08349576979003,6.3072e6
415.24389787113415,6.3072e6,415.24389787113415,6.3072e6,415.24389787113415,8364.249667994689,415.24389787113415,10643.648648648648,415.24389787113415,18246.793002915452,415.24389787113415,16166.760925449871,415.24389787113415,25245.98393574297,415.24389787113415,17341.101928374657,415.24389787113415,11149.520426287745,415.24389787113415,8334.039735099337,415.24389787113415,6.3072e6,415.24389787113415,6.3072e6
420.39402671812314,6.3072e6,420.39402671812314,6.3072e6,420.39402671812314,7662.518248175183,420.39402671812314,11164.635879218473,420.39402671812314,17391.82320441989,420.39402671812314,24337.945736434107,420.39402671812314,19726.112852664577,420.39402671812314,16981.401617250674,420.39402671812314,11366.654611211572,420.39402671812314,7508.937947494033,420.39402671812314,6.3072e6,420.39402671812314,6.3072e6
425.53385461491524,6.3072e6,425.53385461491524,6.3072e6,425.53385461491524,7799.405204460967,425.53385461491524,11086.866197183099,425.53385461491524,16698.13829787234,425.53385461491524,24061.494252873563,425.53385461491524,23070.51282051282,425.53385461491524,16208.221649484534,425.53385461491524,10295.613747954174,425.53385461491524,7761.072749691739,425.53385461491524,6.3072e6,425.53385461491524,6.3072e6
430.6633586411208,6.3072e6,430.6633586411208,6.3072e6,430.6633586411208,7593.329312424607,430.6633586411208,10212.991869918698,430.6633586411208,15258.377723970943,430.6633586411208,22665.719424460432,430.6633586411208,21369.52380952381,430.6633586411208,15699.925187032419,430.6633586411208,9366.616989567809,430.6633586411208,7228.022988505747,430.6633586411208,6.3072e6,430.6633586411208,6.3072e6
435.78252026596874,6.3072e6,435.78252026596874,6.3072e6,435.78252026596874,7950.126262626262,435.78252026596874,10000.111111111111,435.78252026596874,15524.039408866995,435.78252026596874,20826.39072847682,435.78252026596874,20686.511627906977,435.78252026596874,15272.40291262136,435.78252026596874,9757.565891472868,435.78252026596874,7277.9884393063585,435.78252026596874,6.3072e6,435.78252026596874,6.3072e6
440.891324992818,6.3072e6,440.891324992818,6.3072e6,440.891324992818,7183.455377574372,440.891324992818,9522.813918305597,440.891324992818,14581.087962962964,440.891324992818,19335.723076923077,440.891324992818,18302.936046511626,440.891324992818,15108.846153846154,440.891324992818,9376.507462686566,440.891324992818,7373.067915690866,440.891324992818,6.3072e6,440.891324992818,6.3072e6
445.9897620316233,6.3072e6,445.9897620316233,6.3072e6,445.9897620316233,7414.822695035462,445.9897620316233,9890.816326530612,445.9897620316233,15590.024752475247,445.9897620316233,18105.79250720461,445.9897620316233,20353.6569579288,445.9897620316233,13937.477876106195,445.9897620316233,9825.203125,445.9897620316233,7289.91888760139,445.9897620316233,6.3072e6,445.9897620316233,6.3072e6
451.0778239971901,6.3072e6,451.0778239971901,6.3072e6,451.0778239971901,6756.759656652361,451.0778239971901,9788.208722741434,451.0778239971901,15025.765550239234,451.0778239971901,18463.20588235294,451.0778239971901,20475.14657980456,451.0778239971901,15215.072463768116,451.0778239971901,8675.1108033241,451.0778239971901,6889.945295404814,451.0778239971901,6.3072e6,451.0778239971901,6.3072e6
456.15550644694935,6.3072e6,456.15550644694935,6.3072e6,456.15550644694935,6968.615725359912,456.15550644694935,8969.216524216525,456.15550644694935,14378.302752293577,456.15550644694935,17972.542857142857,456.15550644694935,18144.566473988438,456.15550644694935,14602.157772621811,456.15550644694935,8745.138888888889,456.15550644694935,6876.939890710382,456.15550644694935,6.3072e6,456.15550644694935,6.3072e6
461.2242672776749,6.3072e6,461.2242672776749,6.3072e6,461.2242672776749,6796.248648648649,461.2242672776749,8709.82019363762,461.2242672776749,13610.021645021645,461.2242672776749,18576.331360946744,461.2242672776749,18101.063218390806,461.2242672776749,12915.514403292182,461.2242672776749,8956.059743954482,461.2242672776749,6355.747474747475,461.2242672776749,6.3072e6,461.2242672776749,6.3072e6
466.282454022917,6.3072e6,466.282454022917,6.3072e6,466.282454022917,6731.208556149732,466.282454022917,8733.287101248266,466.282454022917,13306.567164179105,466.282454022917,16266.735751295337,466.282454022917,16793.76,466.282454022917,13978.577777777777,466.282454022917,8561.348773841963,466.282454022917,6893.618421052632,466.282454022917,6.3072e6,466.282454022917,6.3072e6
471.3300900231743,6.3072e6,471.3300900231743,6.3072e6,471.3300900231743,6299.739478957917,471.3300900231743,8408.704939919893,471.3300900231743,13284.556962025317,471.3300900231743,18380.76023391813,471.3300900231743,16321.63212435233,471.3300900231743,13637.973856209152,471.3300900231743,8376.418109187749,471.3300900231743,6542.791666666667,471.3300900231743,6.3072e6,471.3300900231743,6.3072e6
476.36719904956,6.3072e6,476.36719904956,6.3072e6,476.36719904956,6051.254826254826,476.36719904956,7892.543859649123,476.36719904956,13581.98275862069,476.36719904956,16875.5764075067,476.36719904956,17743.83098591549,476.36719904956,13213.4243697479,476.36719904956,8504.545454545456,476.36719904956,6319.809236947791,476.36719904956,6.3072e6,476.36719904956,6.3072e6
481.393805272854,6.3072e6,481.393805272854,6.3072e6,481.393805272854,6005.687022900764,481.393805272854,8109.226804123711,481.393805272854,13724.454148471616,481.393805272854,16074.413265306122,481.393805272854,16479.18848167539,481.393805272854,12381.102362204725,481.393805272854,7971.7594936708865,481.393805272854,5943.361661945231,481.393805272854,6.3072e6,481.393805272854,6.3072e6
486.40993323428967,6.3072e6,486.40993323428967,6.3072e6,486.40993323428967,6251.3008937437935,486.40993323428967,7809.91304347826,486.40993323428967,11756.278195488721,486.40993323428967,17456.980609418282,486.40993323428967,16405.807291666668,486.40993323428967,12443.675889328062,486.40993323428967,7721.263803680981,486.40993323428967,6245.218253968254,486.40993323428967,6.3072e6,486.40993323428967,6.3072e6
491.4156078180026,6.3072e6,491.4156078180026,6.3072e6,491.4156078180026,6001.135496183206,491.4156078180026,6997.344444444444,491.4156078180026,12469.267326732672,491.4156078180026,15742.631578947368,491.4156078180026,15318.053527980535,491.4156078180026,11947.281368821294,491.4156078180026,6997.355555555556,491.4156078180026,5850.381040892194,491.4156078180026,6.3072e6,491.4156078180026,6.3072e6
496.4108542250384,6.3072e6,496.4108542250384,6.3072e6,496.4108542250384,5956.244087038789,496.4108542250384,7369.543325526933,496.4108542250384,12323.287671232876,496.4108542250384,16971.859838274933,496.4108542250384,15595.173267326732,496.4108542250384,12190.970873786408,496.4108542250384,7877.171464330413,496.4108542250384,5555.472197705208,496.4108542250384,6.3072e6,496.4108542250384,6.3072e6
501.3956979488196,6.3072e6,501.3956979488196,6.3072e6,501.3956979488196,5738.869644484958,501.3956979488196,7484.007134363852,501.3956979488196,11697.063197026022,501.3956979488196,15370.980392156862,501.3956979488196,14920.379146919431,501.3956979488196,10675.677966101695,501.3956979488196,7703.880048959609,501.3956979488196,5318.032230703986,501.3956979488196,6.3072e6,501.3956979488196,6.3072e6
506.3701641845626,6.3072e6,506.3701641845626,6.3072e6,506.3701641845626,5493.071553228621,506.3701641845626,7039.574468085107,506.3701641845626,11243.166368515205,506.3701641845626,14527.043879907622,506.3701641845626,14721.892523364486,506.3701641845626,11188.774422735347,506.3701641845626,7070.258426966292,506.3701641845626,5939.6509433962265,506.3701641845626,6.3072e6,506.3701641845626,6.3072e6
